MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
4945,rps/1324,RPS,2013-08-10,USA,NY,Rochester,2013 RPS NY State Championships
4946,rps/1325,RPS,2013-08-24,USA,OH,Columbus,2013 Lexen Dog Days
4947,rps/1326,RPS,2013-08-24,USA,FL,Fort Myers,2013 RPS South Florida Conquest
4948,rps/1327,RPS,2013-09-14,USA,NJ,Newark,2013 RPS Supreme Iron Warrior World Championships
4949,rps/1328,RPS,2013-09-29,USA,FL,Fort Lauderdale,2013 RPS End of Summer Powerfest
4950,rps/1329,RPS,2013-09-28,USA,PA,Bloomsburg,2013 RPS Campus Chaos
4951,rps/1330,RPS,2013-10-06,USA,OH,Columbus,2013 RPS LexenXtreme Fall Classic
4952,rps/1331,RPS,2013-10-12,USA,MA,Everett,17th Annual RPS Power Challenge Boston
4953,rps/1332,RPS,2013-11-02,USA,NJ,Runnemede,2013 RPS Autumn Apocalypse
4954,rps/1333,RPS,2013-11-15,USA,NY,Merrick,2013 RPS Insurrextion
4955,rps/1334,RPS,2013-11-16,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet
4956,rps/1335,RPS,2013-12-07,USA,PA,Hellertown,2013 RPS Christmas Carnage
4957,rps/1336,RPS,2013-12-14,USA,VT,Fair Haven,2013 RPS Power Wars
4958,rps/1337,RPS,2013-12-15,USA,OH,Columbus,2013 RPS XXX
4959,rps/1401,RPS,2014-01-18,USA,FL,Dania Beach,RPS Florida Record Breakers
4960,rps/1402,RPS,2014-01-25,USA,NJ,Newark,2014 RPS North American & New Jersey State Championships
4961,rps/1403,RPS,2014-01-25,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven
4962,rps/1404,RPS,2014-02-01,USA,CT,New Hartford,The Valentine Massacre Powerlifting Meet
4963,rps/1405,RPS,2014-02-08,USA,PA,Lancaster,2014 Barno-Newman Classic
4964,rps/1406,RPS,2014-02-15,USA,NJ,Egg Harbor Township,MHP Jersey Strong Sandy Relief Push-Pull
4965,rps/1407,RPS,2014-02-23,USA,NY,Merrick,2014 Dominion
4966,rps/1408,RPS,2014-03-08,USA,PA,Fairless Hills,5th Annual Bristol's Big Bench Competition
4967,rps/1409,RPS,2014-03-22,USA,OH,Columbus,LexenXtreme Raw Regalia
4968,rps/1410,RPS,2014-03-29,USA,RI,Johnston,2014 New England Revolution
4969,rps/1411,RPS,2014-04-12,USA,PA,York,16th Annual PowerPalooza
4970,rps/1412,RPS,2014-04-19,USA,NH,New Market,2014 New Hampshire & Vermont State Championships
4971,rps/1413,RPS,2014-04-26,USA,NY,Rochester,2014 RPS Spring Supremacy
4972,rps/1414,RPS,2014-04-26,USA,OH,Cincinnati,2014 Cincy Push-Pull
4973,rps/1415,RPS,2014-05-03,USA,MD,Gambrills,2014 Mid-Atlantic State Championships and Military Nationals
4974,rps/1416,RPS,2014-05-17,USA,NJ,Pitman,2014 RPS South Jersey Rumble
4975,rps/1417,RPS,2014-05-31,USA,FL,Fort Myers,2014 Redemption
4976,rps/1418,RPS,2014-06-06,USA,OH,Columbus,LexenXtreme Summer Slam & RPS Ohio State Championships
4977,rps/1419,RPS,2014-06-07,USA,PA,Bristol,Philly Push-Pull
4978,rps/1420,RPS,2014-04-12,Ukraine,,Simferopol,7th Mayor's Simferopol BP Cup
4979,rps/1421,RPS,2014-05-05,Ukraine,,Kiev,2014 RPS European Championships
4980,rps/1422,RPS,2014-06-14,USA,NC,Cornelius,Back Yard Bash North Carolina
4981,rps/1423,RPS,2014-06-28,USA,CT,Hartford,2014 Europa Connecticut State Championships
4982,rps/1424,RPS,2014-07-12,USA,NY,Merrick,Heatwave 2
4983,rps/1425,RPS,2014-07-19,USA,OH,Grove City,LexenXtreme Powerlifting Celebration Bash
4984,rps/1426,RPS,2014-07-04,Russia,,Gurzuf,8th Tavrika Cup
4985,rps/1427,RPS,2014-07-26,USA,PA,Lancaster,2014 RPS Pennsylvania State Championships
4986,rps/1428,RPS,2014-08-09,USA,NY,Rochester,2014 RPS New York State Championships
4987,rps/1429,RPS,2014-08-16,USA,PA,Lancaster,2014 Raw Dawg National Championships
4988,rps/1430,RPS,2014-08-23,USA,OH,Grove City,2014 LexenXtreme Dog Days
4989,rps/1431,RPS,2014-08-24,USA,MA,Lakeville,Southern Mass Blast Push-Pull
4990,rps/1432,RPS,2014-08-30,Canada,ON,Cornwall,2014 Great White North Invasion
4991,rps/1433,RPS,2014-09-06,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic
4992,rps/1434,RPS,2014-09-13,USA,NJ,Newark,2014 Supreme Iron Warrior
4993,rps/1435,RPS,2014-09-20,USA,OH,Cincinnati,Cincy Fall Throwdown
4994,rps/1436,RPS,2014-09-27,USA,PA,Bloomsburg,2014 Campus Chaos
4995,rps/1437,RPS,2014-09-27,USA,FL,Fort Myers,2014 South Florida Conquest Push-Pull
4996,rps/1438,RPS,2014-10-11,USA,MA,Everett,18th Annual RPS Power Challenge Boston
4997,rps/1439,RPS,2014-10-18,USA,NY,Gardiner,2014 RPS Annihilation
4998,rps/1440,RPS,2014-10-25,USA,OH,Columbus,2014 LexenXtreme Fall Classic
4999,rps/1441,RPS,2014-10-25,USA,FL,Davie,2014 RPS Honor & Glory
5000,rps/1442,RPS,2014-11-01,USA,NJ,Pitman,Autumn Apocalypse
5001,rps/1443,RPS,2014-11-15,USA,NY,Merrick,2014 RPS Insurrextion III
5002,rps/1444,RPS,2014-11-22,USA,MA,Nashua,Gate City Gauntlet
5003,rps/1445,RPS,2014-12-05,Russia,,Berdsk,Steel Arena 4
5004,rps/1446,RPS,2014-12-06,USA,VT,Fair Haven,2014 RPS Power Wars
5005,rps/1447,RPS,2014-12-06,USA,PA,Hellertown,10th Annual RPS Christmas Carnage
5006,rps/1448,RPS,2014-12-07,USA,OH,Columbus,2014 LexenXtreme RPS XXX
5007,rps/1449,RPS,2014-12-13,USA,NC,Cornelius,Havoc for the Holidays
5008,rps/1450,RPS,2014-12-13,USA,MA,Easthampton,2014 Lump of Coal Push-Pull
5009,rps/1501,RPS,2015-01-24,USA,NJ,Newark,MHP North American & New Jersey Championships
5010,rps/1502,RPS,2015-01-31,USA,KY,Newport,2015 RPS Northern KY Winter Warfare
5011,rps/1503,RPS,2015-02-07,USA,VT,Fair Haven,2015 RPS Winter Classic
5012,rps/1504,RPS,2015-02-21,USA,PA,Lancaster,2015 RPS Barno-Newman and Master & Police Nationals
5013,rps/1505,RPS,2015-02-28,USA,NY,Auburn,2015 RPS Retribution
5014,rps/1506,RPS,2015-03-07,USA,TX,Austin,Texas GAINZsaw MASSacre
5015,rps/1507,RPS,2015-03-14,USA,PA,Warren,2015 Beast of the Northeast
5016,rps/1508,RPS,2015-03-14,USA,PA,Bristol,6th Annual Bristol Big Bench
5017,rps/1509,RPS,2015-03-21,USA,NY,Merrick,2015 RPS Dominion
5018,rps/1510,RPS,2015-03-21,USA,CA,Santa Barbara,2015 RPS Inception Push-Pull
5019,rps/1511,RPS,2015-03-28,USA,CT,Sterling,2015 New England Revolution
5020,rps/1512,RPS,2015-04-18,USA,PA,York,17th Annual PowerPalooza
5021,rps/1513,RPS,2015-04-18,USA,KY,Newport,2015 Northern KY April Anarchy
5022,rps/1514,RPS,2015-04-25,USA,NY,Rochester,2015 RPS Spring Supremacy
5023,rps/1515,RPS,2015-04-25,USA,NH,New Market,2015 RPS New Hampshire & Vermont State Championships
5024,rps/1516,RPS,2015-05-02,USA,MD,Elkridge,Mid-Atlantic State Championship and Military Nationals
5025,rps/1517,RPS,2015-05-09,USA,OH,Columbus,2015 Lexen Spring Fling
5026,rps/1518,RPS,2015-05-16,USA,NJ,Newark,2015 RPS Jersey Rumble
5027,rps/1519,RPS,2015-05-30,USA,FL,Fort Myers,Redemption II
5028,rps/1520,RPS,2015-05-30,USA,NC,Greenville,2015 RPS Backyard Bash
5029,rps/1521,RPS,2015-06-06,USA,PA,Bristol,Philly Push-Pull
5030,rps/1522,RPS,2015-06-13,Canada,ON,Toronto,2015 RPS Maple Leaf Powerlifting Nationals - Great White North Invasion
5031,rps/1523,RPS,2015-06-20,USA,OH,Grove City,2015 LexenXtreme Summer Slam - RPS Ohio State Championships
5032,rps/1524,RPS,2015-06-27,USA,CT,South Windsor,2015 RPS Connecticut State Championships
5033,rps/1525,RPS,2015-07-11,USA,NY,Merrick,2015 RPS Heatwave
5034,rps/1526,RPS,2015-07-18,USA,OH,Grove City,2015 LexenXtreme Bash
5035,rps/1527,RPS,2015-07-18,USA,TN,Bristol,2015 RPS Tennessee Throwdown
5036,rps/1528,RPS,2015-07-19,USA,CT,Waterbury,2015 RPS Connecticut Battle Ground Push Pull
5037,rps/1529,RPS,2015-07-25,USA,PA,Lancaster,2015 RPS PA State Championships
5038,rps/1530,RPS,2015-08-08,USA,NY,Rochester,2015 RPS NY State Championships
5039,rps/1531,RPS,2015-08-15,USA,PA,Lancaster,2015 RPS Raw Dawg National Championships
5040,rps/1532,RPS,2015-08-22,USA,OH,Grove City,2015 LexenXtreme Dog Days
5041,rps/1533,RPS,2015-08-22,Canada,ON,Vaughan,2015 RPS StrengthWOD
5042,rps/1534,RPS,2015-08-23,USA,MA,Lakeville,The Southern Mass Blast 2
5043,rps/1535,RPS,2015-08-29,USA,WA,Lynnwood,2015 Might Makes Right & RPS Washington State Powerlifting Championships
5044,rps/1536,RPS,2015-08-28,USA,NJ,Atlantic City,RPS Pro-Elite XPC Boardwalk Bowl
5045,rps/1537,RPS,2015-09-05,USA,VT,Fair Haven,2015 Hayward Ploof Memorial
5046,rps/1538,RPS,2015-09-19,USA,NJ,Newark,2015 World Championships - Supreme Iron Warrior
5047,rps/1539,RPS,2015-09-19,USA,CA,Santa Barbara,2015 RPS Battle on the Bay
5048,rps/1540,RPS,2015-09-19,USA,KY,Newport,2015 RPS North Kentucky Fall Throwdown
5049,rps/1541,RPS,2015-09-26,USA,PA,Bloomsburg,2015 RPS Campus Chaos
5050,rps/1542,RPS,2015-10-03,USA,FL,Fort Myers,2015 RPS South Florida Conquest
5051,rps/1543,RPS,2015-10-03,Canada,ON,Kingston,2015 RPS Canadian Conflict
5052,rps/1544,RPS,2015-10-17,USA,MA,Boston,19th Annual Power Challenge Boston
5053,rps/1545,RPS,2015-10-24,USA,NY,Latham,2015 RPS Annihilation
5054,rps/1546,RPS,2015-10-31,USA,OH,Columbus,2015 LexenXtreme Fall Classic
5055,rps/1547,RPS,2015-10-31,USA,TX,Leander,RPS Texas LiftOber Fest
5056,rps/1548,RPS,2015-11-14,USA,FL,Port St Lucie,2015 RPS Veterans Day Classic
5057,rps/1549,RPS,2015-11-14,USA,NJ,Newark,Veterans Day Classic
5058,rps/1550,RPS,2015-11-21,USA,NH,Nashua,2015 Gate City Gauntlet
5059,rps/1551,RPS,2015-11-21,USA,NY,Merrick,Insurrextion IV
5060,rps/1552,RPS,2015-11-28,USA,PA,Warren,2015 War for the Sword
5061,rps/1553,RPS,2015-12-05,USA,VT,Fair Haven,2015 Power Wars
5062,rps/1554,RPS,2015-12-05,USA,PA,Allentown,2015 Christmas Carnage
5063,rps/1555,RPS,2015-12-06,USA,OH,Columbus,2015 RPS LexenXtreme XXX
5064,rps/1556,RPS,2015-12-12,USA,NC,Fayetteville,2nd Annual Holiday Havok
5065,rps/1557,RPS,2015-12-12,USA,NY,Utica,3rd Annual Tom Brown Memorial Biggunz Classic
5066,rps/1558,RPS,2015-12-12,USA,IL,Aurora,2015 RPS Holly Jolly Power-Bash
5067,rps/1559,RPS,2015-12-13,USA,MA,Palmer,Lump of Coal Push-Pull
5068,rps/1560,RPS,2015-11-14,USA,NJ,Newark,Autumn Apocalypse
5069,rps/1601,RPS,2016-01-09,USA,TN,Bristol,2016 RPS Winter Mayhem
5070,rps/1602,RPS,2016-01-16,USA,KY,Newport,2016 NKY Winter Warfare
5071,rps/1603,RPS,2016-01-23,USA,WA,Lynnwood,2016 RPS Washington Teen and Master Championships
5072,rps/1604,RPS,2016-01-24,USA,NJ,Newark,2016 RPS NA & NJ Championships
5073,rps/1605,RPS,2016-02-06,USA,VT,Fair Haven,2016 RPS Winter Classic
5074,rps/1606,RPS,2016-02-07,Greece,,Chalkida,Evia PL Battle
5075,rps/1607,RPS,2016-02-13,USA,IL,Highland Aurora,2016 RPS Illinois Valentines Massacre The Barbell
5076,rps/1608,RPS,2016-02-20,USA,PA,Lancaster,2016 Barno-Newman Master-Police Nationals
5077,rps/1609,RPS,2016-02-27,USA,NY,Auburn,2016 RPS Revolution
5078,rps/1610,RPS,2016-03-12,USA,PA,Bristol,2016 RPS Bristol Big Bench
5079,rps/1611,RPS,2016-03-19,USA,NY,Merrick,2016 RPS Dominion
5080,rps/1612,RPS,2016-03-26,USA,TX,Leander,2016 RPS Texas Max Madness
5081,rps/1613,RPS,2016-04-02,USA,CT,Sterling,2016 RPS New England Revolution
5082,rps/1614,RPS,2016-04-16,USA,PA,Lancaster,18th Annual PowerPalooza
5083,rps/1615,RPS,2016-04-23,USA,NH,New Market,2016 RPS Vermont and New Hampshire State Championships
5084,rps/1616,RPS,2016-04-23,USA,NY,Syracuse,2016 RPS Spring Supremacy
5085,rps/1617,RPS,2016-04-23,USA,CA,San Diego,2016 US Open
5086,rps/1618,RPS,2016-04-30,USA,PA,California,2016 RPS Inferno
5087,rps/1619,RPS,2016-04-30,USA,OH,Eaton,2016 RPS Eaton Barbell Battle
5088,rps/1620,RPS,2016-04-30,USA,TN,Cordova,2016 RPS King of Spring
5089,rps/1621,RPS,2016-04-30,USA,TN,Bristol,2016 RPS Tennessee Spring Mayhem
5090,rps/1622,RPS,2016-05-07,USA,MD,Towson,2016 RPS Mid-Atlantic State Championships and Military Nationals
5091,rps/1623,RPS,2016-05-07,USA,NY,Marcy,2016 RPS Pull for Paws
5092,rps/1624,RPS,2016-05-14,USA,KY,Louisville,2016 Braggin' Rights
5093,rps/1625,RPS,2016-05-21,USA,KY,Newport,2016 RPS NKY MAYhem
5094,rps/1626,RPS,2016-05-22,USA,NJ,Newark,2016 RPS Jersey Rumble
5095,rps/1627,RPS,2016-05-28,USA,FL,Fort Myers,2016 RPS Redemption III
5096,rps/1628,RPS,2016-06-04,USA,NC,Greenville,2016 RPS Back Yard Bash
5097,rps/1629,RPS,2016-06-11,USA,FL,Port St. Lucie,2016 RPS Port St. Lucie Showdown
5098,rps/1630,RPS,2016-06-11,USA,PA,Aston,2016 RPS Philly Push Pull
5099,rps/1631,RPS,2016-06-12,USA,OH,Columbus,2016 RPS Lexen Summer Slam
5100,rps/1632,RPS,2016-06-18,Canada,ON,Brantford,2016 RPS Maple Leaf Nationals - Great White North Invasion
5101,rps/1633,RPS,2016-06-25,USA,CT,Hartford,2016 RPS Connecticut State Championships
5102,rps/1634,RPS,2016-07-16,USA,KY,Ashland,2016 RPS Battle in the Bluegrass
5103,rps/1635,RPS,2016-06-11,USA,PA,Milton,2016 RPS Pennsylvania Ironman Championships
5104,rps/1636,RPS,2016-06-11,USA,IL,Aurora,Beginner Only 2016 SquatLife CrossFit Power Challenge
5105,rps/1637,RPS,2016-06-11,USA,MI,Kalamazoo,2016 RPS Kalamazoo Barbell Bash
5106,rps/1638,RPS,2016-02-20,USA,PA,Lancaster,2016 Barno-Newman Master-Police Nationals
5107,rps/1639,RPS,2016-07-23,USA,NY,Bohemia,2016 RPS HeatWave Powerlifting
5108,rps/1640,RPS,2016-07-30,USA,PA,Lancaster,2016 RPS Pennsylvania State Championships
5109,rps/1641,RPS,2016-08-06,USA,NY,Buffalo,2016 RPS New York State Powerlifting Championships
5110,rps/1642,RPS,2016-08-06,USA,KY,Paducah,2016 RPS Genesis Strength Open
5111,rps/1643,RPS,2016-08-13,USA,PA,Lancaster,2016 RPS Raw Dawg National Championships
5112,rps/1644,RPS,2016-08-13,USA,OH,Grove City,2016 RPS Lexen Dog Days
5113,rps/1645,RPS,2016-08-21,USA,MA,Lakeville,2016 Southern Mass Blast
5114,rps/1646,RPS,2016-08-13,USA,IL,Aurora,1st Annual RPS Illinois State Powerlifting Championships
5115,rps/1647,RPS,2016-08-27,USA,TN,Bristol,2016 RPS Southern Stranglehold
5116,rps/1648,RPS,2016-08-28,USA,NJ,Westville,2016 RPS Garden State Backdraft
5117,rps/1649,RPS,2016-08-27,USA,PA,Montandon,2016 RPS Super Beast
5118,rps/1650,RPS,2016-09-10,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial
5119,rps/1651,RPS,2016-09-03,USA,FL,Fort Meyers,2016 RPS South Florida Conquest Powerlifting Meet
5120,rps/1652,XPC,2016-09-17,USA,NJ,Newark,2016 XPC Semi-Finals
5121,rps/1653,RPS,2016-09-17,USA,KY,Newport,2016 RPS NKY Fall Throwdown
5122,rps/1654,RPS,2016-09-17,USA,NJ,Newark,Supreme Iron Warrior - 2016 RPS World Championships
5123,rps/1655,RPS,2016-09-17,USA,IN,Brazil,2016 RPS Peak Performance Power
5124,rps/1656,RPS,2016-09-17,USA,TN,Cordova,2016 RPS Memphis Classic
5125,rps/1657,RPS,2016-09-24,USA,PA,Bloomsburg,2016 RPS Campus Chaos
5126,rps/1658,RPS,2016-09-24,USA,WA,Seattle,2016 RPS Cascade Classic
5127,rps/1659,RPS,2016-10-02,Canada,ON,Kingston,2016 RPS Canadian Conflict
5128,rps/1660,RPS,2016-10-08,USA,MA,Malden,20th Annual RPS Power Challenge
5129,rps/1661,RPS,2016-10-15,USA,KY,Louisville,2016 Nightmare on Iron Street
5130,rps/1662,RPS,2016-10-22,USA,NY,Latham,2016 RPS Annihilation Powerlifting
5131,rps/1663,RPS,2016-10-15,USA,TX,Leander,2016 RPS Texas Gainzsaw Massacre
5132,rps/1664,RPS,2016-10-29,USA,NC,Wilmington,2016 RPS Revenant Rising
5133,rps/1665,RPS,2016-10-22,USA,PA,Milton,2016 RPS Panther Sports Nutrition Bench and Deadlift Challenge
5134,rps/1666,RPS,2016-10-22,USA,OH,Columbus,2016 Lexen Fall Classic
5135,rps/1667,RPS,2016-10-30,USA,,,2016 RPS Back from the Deadlifts
5136,rps/1668,RPS,2016-11-12,USA,NJ,Newark,2016 RPS Autumn Apocalypse
5137,rps/1669,RPS,2016-11-12,USA,IN,Plymouth,2016 RPS Strength Haven Throwdown
5138,rps/1670,RPS,2016-11-19,USA,NY,Hempstead,2016 RPS InsurreXtion V
5139,rps/1671,RPS,2016-11-19,USA,NH,Dover,Gate City Gauntlet
5140,rps/1672,RPS,2016-12-04,USA,OH,Columbus,2016 Lexen XXX
5141,rps/1673,RPS,2016-12-03,USA,PA,Allentown,12th Annual Christmas Carnage
5142,rps/1674,RPS,2016-12-03,USA,VT,Fair Haven,2016 RPS Power Wars
5143,rps/1675,RPS,2016-11-12,USA,FL,Port St Lucie,2016 RPS Veterans Day Classic
5144,rps/1676,RPS,2016-12-11,USA,MA,Palmer,3rd Annual RPS Lump of Coal
5145,rps/1677,RPS,2016-12-10,USA,NY,Marcy,4th Annual Tom Brown Biggunz
5146,rps/1678,RPS,2016-12-10,USA,TX,Austin,2016 RPS Texas Merry Gainzmas
5147,rps/1701,RPS,2017-01-14,USA,KY,Newport,Winter Warfare
5148,rps/1702,RPS,2017-01-15,USA,MA,Holden,Worcester County Strength Bounty
5149,rps/1703,RPS,2017-01-21,USA,KY,Ashland,No Retreat No Surrender
5150,rps/1704,RPS,2017-01-14,USA,TN,Bristol,Winter Mayhem Powerlifting
5151,rps/1705,RPS,2017-01-28,USA,NJ,Newark,North American Championships
5152,rps/1706,RPS,2017-02-11,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic
5153,rps/1707,RPS,2017-02-05,Greece,,Rhodes,Rhodes Powerlifting Challenge
5154,rps/1708,RPS,2017-02-18,USA,PA,Lancaster,2017 RPS Barno-Newman Classic
5155,rps/1709,RPS,2017-02-25,USA,NY,Utica,2017 RPS Retribution
5156,rps/1710,RPS,2017-02-18,USA,KY,Louisville,2017 RPS Mafia Mayhem
5157,rps/1711,RPS,2017-03-11,USA,PA,Bristol,8th Annual Bristol's Big Bench.
5158,rps/1712,RPS,2017-03-18,USA,NY,Mount Vernon,2017 RPS Dominion
5159,rps/1713,RPS,2017-03-18,USA,TN,Bristol,SW VA Push-Pull
5160,rps/1714,RPS,2017-03-18,USA,TX,Leander,Texas Max Madness
5161,rps/1715,RPS,2017-03-25,USA,NC,Cherokee,Rumble in the Smokeys
5162,rps/1716,RPS,2017-03-25,USA,CT,Sterling,New England Revolution Powerlifting Championships
5163,rps/1717,RPS,2017-02-26,USA,NJ,Westville,Garden State Battle at the Barbell
5164,rps/1718,RPS,2017-04-01,Canada,ON,Orleans,L'ultime Affrontement
5165,rps/1719,RPS,2017-04-01,USA,FL,Port St. Lucie,Burritt Built Classic
5166,rps/1720,RPS,2017-04-08,USA,NH,New Market,NH and VT States
5167,rps/1721,RPS,2017-04-08,USA,TN,Cordova,King and Queen of Spring
5168,rps/1722,RPS,2017-04-08,USA,PA,York,19th Annual PowerPalooza
5169,rps/1723,RPS,2017-04-22,USA,PA,California,Inferno 2
5170,rps/1724,RPS,2017-04-29,USA,NY,Utica,2017 Spring Supremacy
5171,rps/1725,RPS,2017-04-29,USA,KY,Frankfort,Beast of the Bluegrass X Kentucky State Championship
5172,rps/1726,RPS,2017-05-06,USA,MD,Towson,Mid-Atlantic and Military Nationals
5173,rps/1727,RPS,2017-05-06,USA,MS,Olive Branch,Resurrection
5174,rps/1728,RPS,2017-05-20,USA,NJ,Newark,Jersey Rumble
5175,rps/1729,RPS,2017-04-29,USA,TN,Bristol,Iron Mayhem Classic
5176,rps/1730,RPS,2017-04-08,USA,IN,Crown Point,Judgment Day
5177,rps/1731,RPS,2017-05-27,USA,KY,Newport,NKY MAYhem
5178,rps/1732,RPS,2017-06-03,USA,NC,Greenville,Back Yard Bash
5179,rps/1733,RPS,2017-05-27,USA,FL,Fort Myers,Redemption IV
5180,rps/1734,RPS,2017-06-10,USA,PA,Aston,Philly Push Pull
5181,rps/1735,RPS,2017-06-17,Canada,ON,Brantford,Maple Leaf Nationals
5182,rps/1736,RPS,2017-06-24,USA,CT,Hartford,Connecticut States
5183,rps/1737,RPS,2017-06-10,USA,KY,West Morganfield,Own the Day
5184,rps/1738,RPS,2017-06-17,USA,TX,Leander,Texas ASF Open
5185,rps/1739,RPS,2017-06-11,USA,OH,Columbus,Lexen Summer Slam
5186,rps/1740,RPS,2017-07-08,USA,NY,Garden City,Heatwave
5187,rps/1741,RPS,2017-07-22,USA,TN,Bristol,Tennessee Summer Chaos
5188,rps/1742,RPS,2017-06-10,USA,AZ,Tempe,Arizona State Championships
5189,rps/1743,RPS,2017-07-29,USA,PA,Allentown,Pennsylvania State Championships
5190,rps/1744,RPS,2017-08-05,USA,NY,Buffalo,New York State Championships
5191,rps/1745,RPS,2017-08-12,USA,PA,Lancaster,Raw Dawg National Championships
5192,rps/1746,RPS,2017-08-12,USA,ME,Saco,Maine Push-Pull Championships
5193,rps/1747,RPS,2017-08-12,USA,KY,Paducah,Braggin Rights
5194,rps/1748,RPS,2017-08-20,USA,MA,Norton,Southern Mass Blast IV
5195,rps/1749,RPS,2017-08-19,USA,OH,Grove City,Lexen Dog Days
5196,rps/1750,RPS,2017-07-22,USA,NY,Jamestown,Summer Beast
5197,rps/1751,RPS,2017-09-09,USA,TX,Leander,Texas Gainzsaw Massacre
5198,rps/1752,RPS,2017-09-16,USA,NJ,Newark,Women's World Championships
5199,rps/1753,RPS,2017-09-17,USA,NJ,Newark,Supreme Iron Warrior World Championships
5200,rps/1754,RPS,2017-09-10,USA,CT,Stratford,Hellbound at Hellbent
5201,rps/1755,RPS,2017-09-09,USA,VT,Fair Haven,Dennis Hayward and Charlie Ploof Memorial Meet
5202,rps/1756,RPS,2017-09-09,USA,WA,Lynnwood,Make Powerlifting Great Again
5203,rps/1757,RPS,2017-09-23,USA,NC,Cherokee,Cherokee Barbell Bash
5204,rps/1758,RPS,2017-09-16,USA,KY,Newport,NKY Fall Throwdown
5205,rps/1759,RPS,2017-09-23,USA,TN,Cordova,Memphis Classic
5206,rps/1760,RPS,2017-09-16,USA,IN,Wheatfield,Indiana State Powerlifting Championships
5207,rps/1761,RPS,2017-10-07,USA,KY,Louisville,Kilo Wars
5208,rps/1762,RPS,2017-10-07,Canada,ON,Kingston,Canadian Conflict
5209,rps/1763,RPS,2017-10-14,USA,MA,Brockton,21st Power Challenge
5210,rps/1764,RPS,2017-10-21,USA,NY,Latham,2017 Annihilation
5211,rps/1765,RPS,2017-09-30,USA,FL,Fort Lauderdale,Florida State Championship
5212,rps/1766,RPS,2017-11-04,USA,NJ,Newark,Autumn Apocalypse
5213,rps/1767,RPS,2017-10-28,USA,OH,Columbus,Lexen Fall Classic
5214,rps/1768,RPS,2017-11-04,USA,OH,North Canton,Live Large Fall Brawl
5215,rps/1769,RPS,2017-11-11,USA,FL,Port St Lucie,Veterans Day Classic
5216,rps/1770,RPS,2017-11-11,USA,IN,Evansville,Never Forgotten
5217,rps/1771,RPS,2017-11-18,USA,NY,Hempstead,Insurrextion 6
5218,rps/1772,RPS,2017-12-02,USA,PA,Allentown,13th Annual Christmas Carnage
5219,rps/1773,RPS,2017-12-10,USA,MA,Palmer,4th Annual Lump of Coal
5220,rps/1774,RPS,2017-12-09,USA,VA,Vinton,Ground Zero
5221,rps/1775,RPS,2017-12-02,USA,NH,Lebanon,Winter's Wrath
5222,rps/1776,RPS,2017-10-28,USA,TN,,Halloween Havoc Tennessee
5223,rps/1777,RPS,2017-12-09,USA,NY,Marcy,5th Annual Tom Brown BIGGUNZ Classic
5224,rps/1778,RPS,2017-12-16,USA,MA,Bellingham,King & Queen of the Bench
5225,rps/1779,RPS,2017-12-09,USA,TX,Leander,Texas Merry Gainzmas
5226,rps/1780,RPS,2017-12-03,USA,OH,Columbus,Lexen XXX
5227,rps/1801,RPS,2018-01-13,USA,KY,Dayton,Winter Warfare
5228,rps/1802,RPS,2018-01-21,USA,MA,Holden,2nd Annual Worchester County Strength Bounty
5229,rps/1803,RPS,2018-01-27,USA,NJ,Newark,North American Championships
5230,rupc/2008-rum1,RUPC,2008-01-26,USA,FL,Tampa,Raw Unity I
5231,rupc/2009-rum2,RUPC,2009-01-24,USA,FL,New Port Richey,Raw Unity II
5232,rupc/2010-rum3,RUPC,2010-01-30,USA,FL,Tampa,Raw Unity III
5233,rupc/2011-rum4,RUPC,2011-01-22,USA,FL,Tampa,Raw Unity IV
5234,rupc/2012-rum5,RUPC,2012-01-21,USA,TX,Corpus Christi,Raw Unity V
5235,rupc/2013-rum6,RUPC,2013-02-24,USA,FL,Tampa,Raw Unity VI
5236,rupc/2014-rum7,RUPC,2014-02-07,USA,FL,Port St. Lucie,Raw Unity VII
5237,rupc/2015-rum8,RUPC,2015-02-07,USA,FL,Deland,Raw Unity VIII
5238,rupc/2016-rum9,RUPC,2016-01-31,USA,FL,Port St. Lucie,Raw Unity IX
5239,scottishpl/1701,ScottishPL,2017-05-28,Scotland,,Motherwell,Scottish Classic Championships
5240,scottishpl/1702,ScottishPL,2017-09-24,Scotland,,Motherwell,Scottish Juniors Championship
5241,scottishpl/1703,ScottishPL,2017-06-25,Scotland,,Perth,Scottish Seniors Championships and Perth Open
5242,scottishpl/1704,ScottishPL,2017-04-01,Scotland,,Motherwell,SP University/College Championships
5243,sct/2005,SCT,2005-05-29,Russia,,,Cup of Titans 2005
5244,sct/2006,SCT,2006-05-21,Russia,,,Cup of Titans 2006
5245,sct/2007,SCT,2007-05-27,Russia,,,Cup of Titans 2007
5246,sct/2008,SCT,2008-05-25,Russia,,,Super-Cup of Titans 2008
5247,sct/2009,SCT,2009-05-24,Russia,,,Super-Cup of Titans 2009
